Mês,Variável,Valor,Un
janeiro 2017,IPCA - Variação acumulada em 6 meses,1.65,%
janeiro 2017,IPCA - Variação acumulada no ano,0.38,%
janeiro 2017,IPCA - Variação acumulada em 12 meses,5.35,%
fevereiro 2017,IPCA - Número-índice (base: dezembro de 1993 = 100),4809.6700000000000,Número-índice
fevereiro 2017,IPCA - Variação mensal,0.33,%
fevereiro 2017,IPCA - Variação acumulada em 3 meses,1.01,%
fevereiro 2017,IPCA - Variação acumulada em 6 meses,1.54,%
fevereiro 2017,IPCA - Variação acumulada no ano,0.71,%
fevereiro 2017,IPCA - Variação acumulada em 12 meses,4.76,%
março 2017,IPCA - Número-índice (base: dezembro de 1993 = 100),4821.6900000000000,Número-índice
março 2017,IPCA - Variação mensal,0.25,%
março 2017,IPCA - Variação acumulada em 3 meses,0.96,%
março 2017,IPCA - Variação acumulada em 6 meses,1.71,%
março 2017,IPCA - Variação acumulada no ano,0.96,%
março 2017,IPCA - Variação acumulada em 12 meses,4.57,%
abril 2017,IPCA - Número-índice (base: dezembro de 1993 = 100),4828.4400000000000,Número-índice
abril 2017,IPCA - Variação mensal,0.14,%
abril 2017,IPCA - Variação acumulada em 3 meses,0.72,%
abril 2017,IPCA - Variação acumulada em 6 meses,1.59,%
abril 2017,IPCA - Variação acumulada no ano,1.10,%
abril 2017,IPCA - Variação acumulada em 12 meses,4.08,%
maio 2017,IPCA - Número-índice (base: dezembro de 1993 = 100),4843.4100000000000,Número-índice
maio 2017,IPCA - Variação mensal,0.31,%
maio 2017,IPCA - Variação acumulada em 3 meses,0.70,%
maio 2017,IPCA - Variação acumulada em 6 meses,1.72,%
maio 2017,IPCA - Variação acumulada no ano,1.42,%
maio 2017,IPCA - Variação acumulada em 12 meses,3.60,%
junho 2017,IPCA - Número-índice (base: dezembro de 1993 = 100),4832.2700000000000,Número-índice
junho 2017,IPCA - Variação mensal,-0.23,%
junho 2017,IPCA - Variação acumulada em 3 meses,0.22,%
junho 2017,IPCA - Variação acumulada em 6 meses,1.18,%
junho 2017,IPCA - Variação acumulada no ano,1.18,%
junho 2017,IPCA - Variação acumulada em 12 meses,3.00,%
julho 2017,IPCA - Número-índice (base: dezembro de 1993 = 100),4843.8700000000000,Número-índice
julho 2017,IPCA - Variação mensal,0.24,%
julho 2017,IPCA - Variação acumulada em 3 meses,0.32,%
julho 2017,IPCA - Variação acumulada em 6 meses,1.04,%
julho 2017,IPCA - Variação acumulada no ano,1.43,%
julho 2017,IPCA - Variação acumulada em 12 meses,2.71,%
agosto 2017,IPCA - Número-índice (base: dezembro de 1993 = 100),4853.0700000000000,Número-índice
agosto 2017,IPCA - Variação mensal,0.19,%
agosto 2017,IPCA - Variação acumulada em 3 meses,0.20,%
agosto 2017,IPCA - Variação acumulada em 6 meses,0.90,%
agosto 2017,IPCA - Variação acumulada no ano,1.62,%
agosto 2017,IPCA - Variação acumulada em 12 meses,2.46,%
setembro 2017,IPCA - Número-índice (base: dezembro de 1993 = 100),4860.8300000000000,Número-índice
setembro 2017,IPCA - Variação mensal,0.16,%
setembro 2017,IPCA - Variação acumulada em 3 meses,0.59,%
setembro 2017,IPCA - Variação acumulada em 6 meses,0.81,%
setembro 2017,IPCA - Variação acumulada no ano,1.78,%
setembro 2017,IPCA - Variação acumulada em 12 meses,2.54,%
outubro 2017,IPCA - Número-índice (base: dezembro de 1993 = 100),4881.2500000000000,Número-índice
outubro 2017,IPCA - Variação mensal,0.42,%
outubro 2017,IPCA - Variação acumulada em 3 meses,0.77,%
outubro 2017,IPCA - Variação acumulada em 6 meses,1.09,%
outubro 2017,IPCA - Variação acumulada no ano,2.21,%
outubro 2017,IPCA - Variação acumulada em 12 meses,2.70,%
novembro 2017,IPCA - Número-índice (base: dezembro de 1993 = 100),4894.9200000000000,Número-índice
novembro 2017,IPCA - Variação mensal,0.28,%
novembro 2017,IPCA - Variação acumulada em 3 meses,0.86,%
novembro 2017,IPCA - Variação acumulada em 6 meses,1.06,%
novembro 2017,IPCA - Variação acumulada no ano,2.50,%
novembro 2017,IPCA - Variação acumulada em 12 meses,2.80,%
dezembro 2017,IPCA - Número-índice (base: dezembro de 1993 = 100),4916.4600000000000,Número-índice
dezembro 2017,IPCA - Variação mensal,0.44,%
dezembro 2017,IPCA - Variação acumulada em 3 meses,1.14,%
dezembro 2017,IPCA - Variação acumulada em 6 meses,1.74,%
dezembro 2017,IPCA - Variação acumulada no ano,2.95,%
dezembro 2017,IPCA - Variação acumulada em 12 meses,2.95,%
janeiro 2018,IPCA - Número-índice (base: dezembro de 1993 = 100),4930.7200000000000,Número-índice
janeiro 2018,IPCA - Variação mensal,0.29,%
janeiro 2018,IPCA - Variação acumulada em 3 meses,1.01,%
janeiro 2018,IPCA - Variação acumulada em 6 meses,1.79,%
janeiro 2018,IPCA - Variação acumulada no ano,0.29,%
janeiro 2018,IPCA - Variação acumulada em 12 meses,2.86,%
fevereiro 2018,IPCA - Número-índice (base: dezembro de 1993 = 100),4946.5000000000000,Número-índice
fevereiro 2018,IPCA - Variação mensal,0.32,%
fevereiro 2018,IPCA - Variação acumulada em 3 meses,1.05,%
fevereiro 2018,IPCA - Variação acumulada em 6 meses,1.93,%
fevereiro 2018,IPCA - Variação acumulada no ano,0.61,%
fevereiro 2018,IPCA - Variação acumulada em 12 meses,2.84,%
março 2018,IPCA - Número-índice (base: dezembro de 1993 = 100),4950.9500000000000,Número-índice
março 2018,IPCA - Variação mensal,0.09,%
março 2018,IPCA - Variação acumulada em 3 meses,0.70,%
março 2018,IPCA - Variação acumulada em 6 meses,1.85,%
março 2018,IPCA - Variação acumulada no ano,0.70,%
março 2018,IPCA - Variação acumulada em 12 meses,2.68,%
abril 2018,IPCA - Número-índice (base: dezembro de 1993 = 100),4961.8400000000000,Número-índice
abril 2018,IPCA - Variação mensal,0.22,%
abril 2018,IPCA - Variação acumulada em 3 meses,0.63,%
abril 2018,IPCA - Variação acumulada em 6 meses,1.65,%
abril 2018,IPCA - Variação acumulada no ano,0.92,%
abril 2018,IPCA - Variação acumulada em 12 meses,2.76,%
maio 2018,IPCA - Número-índice (base: dezembro de 1993 = 100),4981.6900000000000,Número-índice
maio 2018,IPCA - Variação mensal,0.40,%
maio 2018,IPCA - Variação acumulada em 3 meses,0.71,%
maio 2018,IPCA - Variação acumulada em 6 meses,1.77,%
maio 2018,IPCA - Variação acumulada no ano,1.33,%
maio 2018,IPCA - Variação acumulada em 12 meses,2.86,%
junho 2018,IPCA - Número-índice (base: dezembro de 1993 = 100),5044.4600000000000,Número-índice
junho 2018,IPCA - Variação mensal,1.26,%
junho 2018,IPCA - Variação acumulada em 3 meses,1.89,%
junho 2018,IPCA - Variação acumulada em 6 meses,2.60,%
junho 2018,IPCA - Variação acumulada no ano,2.60,%
junho 2018,IPCA - Variação acumulada em 12 meses,4.39,%
julho 2018,IPCA - Número-índice (base: dezembro de 1993 = 100),5061.1100000000000,Número-índice
julho 2018,IPCA - Variação mensal,0.33,%
julho 2018,IPCA - Variação acumulada em 3 meses,2.00,%
julho 2018,IPCA - Variação acumulada em 6 meses,2.64,%
julho 2018,IPCA - Variação acumulada no ano,2.94,%
julho 2018,IPCA - Variação acumulada em 12 meses,4.48,%
agosto 2018,IPCA - Número-índice (base: dezembro de 1993 = 100),5056.5600000000000,Número-índice
agosto 2018,IPCA - Variação mensal,-0.09,%
agosto 2018,IPCA - Variação acumulada em 3 meses,1.50,%
agosto 2018,IPCA - Variação acumulada em 6 meses,2.23,%
agosto 2018,IPCA - Variação acumulada no ano,2.85,%
agosto 2018,IPCA - Variação acumulada em 12 meses,4.19,%
setembro 2018,IPCA - Número-índice (base: dezembro de 1993 = 100),5080.8300000000000,Número-índice
setembro 2018,IPCA - Variação mensal,0.48,%
setembro 2018,IPCA - Variação acumulada em 3 meses,0.72,%
setembro 2018,IPCA - Variação acumulada em 6 meses,2.62,%
setembro 2018,IPCA - Variação acumulada no ano,3.34,%
setembro 2018,IPCA - Variação acumulada em 12 meses,4.53,%
outubro 2018,IPCA - Número-índice (base: dezembro de 1993 = 100),5103.6900000000000,Número-índice
outubro 2018,IPCA - Variação mensal,0.45,%
outubro 2018,IPCA - Variação acumulada em 3 meses,0.84,%
outubro 2018,IPCA - Variação acumulada em 6 meses,2.86,%
outubro 2018,IPCA - Variação acumulada no ano,3.81,%
outubro 2018,IPCA - Variação acumulada em 12 meses,4.56,%
novembro 2018,IPCA - Número-índice (base: dezembro de 1993 = 100),5092.9700000000000,Número-índice
novembro 2018,IPCA - Variação mensal,-0.21,%
novembro 2018,IPCA - Variação acumulada em 3 meses,0.72,%
novembro 2018,IPCA - Variação acumulada em 6 meses,2.23,%
novembro 2018,IPCA - Variação acumulada no ano,3.59,%
novembro 2018,IPCA - Variação acumulada em 12 meses,4.05,%
dezembro 2018,IPCA - Número-índice (base: dezembro de 1993 = 100),5100.6100000000000,Número-índice
dezembro 2018,IPCA - Variação mensal,0.15,%
dezembro 2018,IPCA - Variação acumulada em 3 meses,0.39,%
dezembro 2018,IPCA - Variação acumulada em 6 meses,1.11,%
dezembro 2018,IPCA - Variação acumulada no ano,3.75,%
dezembro 2018,IPCA - Variação acumulada em 12 meses,3.75,%
janeiro 2019,IPCA - Número-índice (base: dezembro de 1993 = 100),5116.9300000000000,Número-índice
janeiro 2019,IPCA - Variação mensal,0.32,%
janeiro 2019,IPCA - Variação acumulada em 3 meses,0.26,%
janeiro 2019,IPCA - Variação acumulada em 6 meses,1.10,%
janeiro 2019,IPCA - Variação acumulada no ano,0.32,%
janeiro 2019,IPCA - Variação acumulada em 12 meses,3.78,%
fevereiro 2019,IPCA - Número-índice (base: dezembro de 1993 = 100),5138.9300000000000,Número-índice
fevereiro 2019,IPCA - Variação mensal,0.43,%
fevereiro 2019,IPCA - Variação acumulada em 3 meses,0.90,%
fevereiro 2019,IPCA - Variação acumulada em 6 meses,1.63,%
fevereiro 2019,IPCA - Variação acumulada no ano,0.75,%
fevereiro 2019,IPCA - Variação acumulada em 12 meses,3.89,%
março 2019,IPCA - Número-índice (base: dezembro de 1993 = 100),5177.4700000000000,Número-índice
março 2019,IPCA - Variação mensal,0.75,%
março 2019,IPCA - Variação acumulada em 3 meses,1.51,%
março 2019,IPCA - Variação acumulada em 6 meses,1.90,%
março 2019,IPCA - Variação acumulada no ano,1.51,%
março 2019,IPCA - Variação acumulada em 12 meses,4.58,%
abril 2019,IPCA - Número-índice (base: dezembro de 1993 = 100),5206.9800000000000,Número-índice
abril 2019,IPCA - Variação mensal,0.57,%
abril 2019,IPCA - Variação acumulada em 3 meses,1.76,%
abril 2019,IPCA - Variação acumulada em 6 meses,2.02,%
abril 2019,IPCA - Variação acumulada no ano,2.09,%
abril 2019,IPCA - Variação acumulada em 12 meses,4.94,%
maio 2019,IPCA - Número-índice (base: dezembro de 1993 = 100),5213.7500000000000,Número-índice
maio 2019,IPCA - Variação mensal,0.13,%
maio 2019,IPCA - Variação acumulada em 3 meses,1.46,%
maio 2019,IPCA - Variação acumulada em 6 meses,2.37,%
maio 2019,IPCA - Variação acumulada no ano,2.22,%
maio 2019,IPCA - Variação acumulada em 12 meses,4.66,%
junho 2019,IPCA - Número-índice (base: dezembro de 1993 = 100),5214.2700000000000,Número-índice
junho 2019,IPCA - Variação mensal,0.01,%
junho 2019,IPCA - Variação acumulada em 3 meses,0.71,%
junho 2019,IPCA - Variação acumulada em 6 meses,2.23,%
junho 2019,IPCA - Variação acumulada no ano,2.23,%
junho 2019,IPCA - Variação acumulada em 12 meses,3.37,%
julho 2019,IPCA - Número-índice (base: dezembro de 1993 = 100),5224.1800000000000,Número-índice
julho 2019,IPCA - Variação mensal,0.19,%
julho 2019,IPCA - Variação acumulada em 3 meses,0.33,%
julho 2019,IPCA - Variação acumulada em 6 meses,2.10,%
julho 2019,IPCA - Variação acumulada no ano,2.42,%
julho 2019,IPCA - Variação acumulada em 12 meses,3.22,%
agosto 2019,IPCA - Número-índice (base: dezembro de 1993 = 100),5229.9300000000000,Número-índice
agosto 2019,IPCA - Variação mensal,0.11,%
agosto 2019,IPCA - Variação acumulada em 3 meses,0.31,%
agosto 2019,IPCA - Variação acumulada em 6 meses,1.77,%
agosto 2019,IPCA - Variação acumulada no ano,2.54,%
agosto 2019,IPCA - Variação acumulada em 12 meses,3.43,%
setembro 2019,IPCA - Número-índice (base: dezembro de 1993 = 100),5227.8400000000000,Número-índice
setembro 2019,IPCA - Variação mensal,-0.04,%
setembro 2019,IPCA - Variação acumulada em 3 meses,0.26,%
setembro 2019,IPCA - Variação acumulada em 6 meses,0.97,%
setembro 2019,IPCA - Variação acumulada no ano,2.49,%
setembro 2019,IPCA - Variação acumulada em 12 meses,2.89,%
outubro 2019,IPCA - Número-índice (base: dezembro de 1993 = 100),5233.0700000000000,Número-índice
outubro 2019,IPCA - Variação mensal,0.10,%
outubro 2019,IPCA - Variação acumulada em 3 meses,0.17,%
outubro 2019,IPCA - Variação acumulada em 6 meses,0.50,%
outubro 2019,IPCA - Variação acumulada no ano,2.60,%
outubro 2019,IPCA - Variação acumulada em 12 meses,2.54,%
novembro 2019,IPCA - Número-índice (base: dezembro de 1993 = 100),5259.7600000000000,Número-índice
novembro 2019,IPCA - Variação mensal,0.51,%
novembro 2019,IPCA - Variação acumulada em 3 meses,0.57,%
novembro 2019,IPCA - Variação acumulada em 6 meses,0.88,%
novembro 2019,IPCA - Variação acumulada no ano,3.12,%
novembro 2019,IPCA - Variação acumulada em 12 meses,3.27,%
dezembro 2019,IPCA - Número-índice (base: dezembro de 1993 = 100),5320.2500000000000,Número-índice
dezembro 2019,IPCA - Variação mensal,1.15,%
dezembro 2019,IPCA - Variação acumulada em 3 meses,1.77,%
dezembro 2019,IPCA - Variação acumulada em 6 meses,2.03,%
dezembro 2019,IPCA - Variação acumulada no ano,4.31,%
dezembro 2019,IPCA - Variação acumulada em 12 meses,4.31,%
janeiro 2020,IPCA - Número-índice (base: dezembro de 1993 = 100),5331.4200000000000,Número-índice
janeiro 2020,IPCA - Variação mensal,0.21,%
janeiro 2020,IPCA - Variação acumulada em 3 meses,1.88,%
janeiro 2020,IPCA - Variação acumulada em 6 meses,2.05,%
janeiro 2020,IPCA - Variação acumulada no ano,0.21,%
janeiro 2020,IPCA - Variação acumulada em 12 meses,4.19,%
fevereiro 2020,IPCA - Número-índice (base: dezembro de 1993 = 100),5344.7500000000000,Número-índice
fevereiro 2020,IPCA - Variação mensal,0.25,%
fevereiro 2020,IPCA - Variação acumulada em 3 meses,1.62,%
fevereiro 2020,IPCA - Variação acumulada em 6 meses,2.20,%
fevereiro 2020,IPCA - Variação acumulada no ano,0.46,%
fevereiro 2020,IPCA - Variação acumulada em 12 meses,4.01,%
março 2020,IPCA - Número-índice (base: dezembro de 1993 = 100),5348.4900000000000,Número-índice
março 2020,IPCA - Variação mensal,0.07,%
março 2020,IPCA - Variação acumulada em 3 meses,0.53,%
março 2020,IPCA - Variação acumulada em 6 meses,2.31,%
março 2020,IPCA - Variação acumulada no ano,0.53,%
março 2020,IPCA - Variação acumulada em 12 meses,3.30,%
abril 2020,IPCA - Número-índice (base: dezembro de 1993 = 100),5331.9100000000000,Número-índice
abril 2020,IPCA - Variação mensal,-0.31,%
abril 2020,IPCA - Variação acumulada em 3 meses,0.01,%
abril 2020,IPCA - Variação acumulada em 6 meses,1.89,%
abril 2020,IPCA - Variação acumulada no ano,0.22,%
abril 2020,IPCA - Variação acumulada em 12 meses,2.40,%
maio 2020,IPCA - Número-índice (base: dezembro de 1993 = 100),5311.6500000000000,Número-índice
maio 2020,IPCA - Variação mensal,-0.38,%
maio 2020,IPCA - Variação acumulada em 3 meses,-0.62,%
maio 2020,IPCA - Variação acumulada em 6 meses,0.99,%
maio 2020,IPCA - Variação acumulada no ano,-0.16,%
maio 2020,IPCA - Variação acumulada em 12 meses,1.88,%
junho 2020,IPCA - Número-índice (base: dezembro de 1993 = 100),5325.4600000000000,Número-índice
junho 2020,IPCA - Variação mensal,0.26,%
junho 2020,IPCA - Variação acumulada em 3 meses,-0.43,%
junho 2020,IPCA - Variação acumulada em 6 meses,0.10,%
junho 2020,IPCA - Variação acumulada no ano,0.10,%
junho 2020,IPCA - Variação acumulada em 12 meses,2.13,%
julho 2020,IPCA - Número-índice (base: dezembro de 1993 = 100),5344.6300000000000,Número-índice
julho 2020,IPCA - Variação mensal,0.36,%
julho 2020,IPCA - Variação acumulada em 3 meses,0.24,%
julho 2020,IPCA - Variação acumulada em 6 meses,0.25,%
julho 2020,IPCA - Variação acumulada no ano,0.46,%
julho 2020,IPCA - Variação acumulada em 12 meses,2.31,%
agosto 2020,IPCA - Número-índice (base: dezembro de 1993 = 100),5357.4600000000000,Número-índice
agosto 2020,IPCA - Variação mensal,0.24,%
agosto 2020,IPCA - Variação acumulada em 3 meses,0.86,%
agosto 2020,IPCA - Variação acumulada em 6 meses,0.24,%
agosto 2020,IPCA - Variação acumulada no ano,0.70,%
agosto 2020,IPCA - Variação acumulada em 12 meses,2.44,%
setembro 2020,IPCA - Número-índice (base: dezembro de 1993 = 100),5391.7500000000000,Número-índice
setembro 2020,IPCA - Variação mensal,0.64,%
setembro 2020,IPCA - Variação acumulada em 3 meses,1.24,%
setembro 2020,IPCA - Variação acumulada em 6 meses,0.81,%
setembro 2020,IPCA - Variação acumulada no ano,1.34,%
setembro 2020,IPCA - Variação acumulada em 12 meses,3.14,%
outubro 2020,IPCA - Número-índice (base: dezembro de 1993 = 100),5438.1200000000000,Número-índice
outubro 2020,IPCA - Variação mensal,0.86,%
outubro 2020,IPCA - Variação acumulada em 3 meses,1.75,%
outubro 2020,IPCA - Variação acumulada em 6 meses,1.99,%
outubro 2020,IPCA - Variação acumulada no ano,2.22,%
outubro 2020,IPCA - Variação acumulada em 12 meses,3.92,%
novembro 2020,IPCA - Número-índice (base: dezembro de 1993 = 100),5486.5200000000000,Número-índice
novembro 2020,IPCA - Variação mensal,0.89,%
novembro 2020,IPCA - Variação acumulada em 3 meses,2.41,%
novembro 2020,IPCA - Variação acumulada em 6 meses,3.29,%
novembro 2020,IPCA - Variação acumulada no ano,3.13,%
novembro 2020,IPCA - Variação acumulada em 12 meses,4.31,%
dezembro 2020,IPCA - Número-índice (base: dezembro de 1993 = 100),5560.5900000000000,Número-índice
dezembro 2020,IPCA - Variação mensal,1.35,%
dezembro 2020,IPCA - Variação acumulada em 3 meses,3.13,%
dezembro 2020,IPCA - Variação acumulada em 6 meses,4.42,%
dezembro 2020,IPCA - Variação acumulada no ano,4.52,%
dezembro 2020,IPCA - Variação acumulada em 12 meses,4.52,%
janeiro 2021,IPCA - Número-índice (base: dezembro de 1993 = 100),5574.4900000000000,Número-índice
janeiro 2021,IPCA - Variação mensal,0.25,%
janeiro 2021,IPCA - Variação acumulada em 3 meses,2.51,%
janeiro 2021,IPCA - Variação acumulada em 6 meses,4.30,%
janeiro 2021,IPCA - Variação acumulada no ano,0.25,%
janeiro 2021,IPCA - Variação acumulada em 12 meses,4.56,%
